559.	Didi Louzada	$268,032	$275,996
560.	Javonte Green	$261,293	$269,057
561.	Justin Champagnie	$254,412	$261,971
562.	Jaylen Martin	$249,766	$257,187
563.	Pete Nance	$244,503	$251,768
564.	Lindell Wigginton	$244,502	$251,767
565.	D'Moi Hodge	$241,285	$248,454
565.	Armoni Brooks	$241,285	$248,454
567.	Jahmi'us Ramsey	$232,150	$239,048
568.	Charles Bediako	$215,548	$221,952
569.	Mason Jones	$212,331	$218,640
569.	Alondes Williams	$212,331	$218,640
569.	Dexter Dennis	$212,331	$218,640
572.	Zavier Simpson	$207,100	$213,253
572.	DeJon Jarreau	$207,100	$213,253
574.	DJ Carton	$205,897	$212,015
574.	Adam Flagler	$205,897	$212,015
576.	Danny Green	$202,074	$208,078
577.	Mouhamadou Gueye	$199,463	$205,389
578.	Ja'Vonte Smart	$196,245	$202,076
579.	Miles Norris	$193,028	$198,763
580.	Justin Lewis	$173,725	$178,887
581.	Jamaree Bouyea	$170,801	$175,876
582.	Pat Spencer	$170,508	$175,574
583.	Sir'Jabari Rice	$167,291	$172,261
583.	Buddy Boeheim	$167,291	$172,261
585.	Justise Winslow	$166,176	$171,113
586.	Andrew Funk	$160,857	$165,636
586.	Nathan Knight	$160,857	$165,636
588.	John Butler	$147,988	$152,385
588.	Ron Harper Jr	$147,988	$152,385
590.	Justin Jackson	$145,301	$149,618
590.	Shaquille Harrison	$145,301	$149,618
592.	RaiQuan Gray	$141,554	$145,760
592.	Jaylin Galloway	$141,554	$145,760
594.	Quenton Jackson	$135,120	$139,134
595.	Hamidou Diallo	$134,863	$138,870
595.	DJ Wilson	$134,863	$138,870
597.	Matthew Hurt	$128,686	$132,509
598.	Maozinha Pereira	$128,685	$132,508
599.	Wenyen Gabriel	$124,425	$128,122
600.	Kobi Simmons	$120,250	$123,823
601.	Zhaire Smith	$116,075	$119,524
602.	Sharife Cooper	$103,550	$106,626
603.	Demetrius Jackson	$92,857	$95,616
604.	Malik Williams	$77,212	$79,506
605.	Omari Moore	$75,000	$77,228
606.	Taze Moore	$70,687	$72,787
607.	Taevion Kinsey	$64,343	$66,254
607.	Izaiah Brockington	$64,343	$66,254
607.	Jalen Crutcher	$64,343	$66,254
607.	Timmy Allen	$64,343	$66,254
611.	Edmond Sumner	$40,459	$41,661
612.	Kaiser Gates	$35,389	$36,440
